description;address;area;bedrooms;suites;wc;parking_spots;value;condo_fee;df_tax;aptlink
VENDO APARTAMENTO 84m2 COM ARMÁRIOS 3 QUARTOS SUÍTE 1' ANDAR ELEVADOR GARAGEM RUA 08 VICENTE PIRES;-;['84'];[3];[1];[2];[1];348000;-;-;-
Apartamento para venda tem 73 metros quadrados com 3 quartos em Samambaia Sul - Brasília - DF;-;[];[3];[1];[2];[2];549008;0;0;-
CASA DE AVENIDA NA QNP 22;-;['141'];[2];[];[1];[3];155000;-;-;-
Apartamento para venda de 38 m² com 1 quarto, elevador e garagem -Vicente Pires;-;['38'];[1];[0];[1];[1];130000;200;0;-
ÓTIMO APARTAMENTO 1' ANDAR 3 QUARTOS SUÍTE ELEVADOR GARAGEM 84m2 COM ARMÁRIOS RUA 08 VICENTE PIRES;-;['84'];[3];[1];[2];[1];349000;-;-;-
2 qrts conjugado pelo programa casa verde e amarela;-;[];[2];[0];[1];[0];179000;0;0;-
Apartamento para venda com 59 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[1];[2];[1];359688;0;0;-
APARTAMENTO na planta entrega para 2025 (ENTRADA DE 11.500 );-;[];[1];[];[1];[];180000;0;0;-
APARTAMENTO, 2 QUARTOS, DE FRENTE, 1º ANDAR, VAGA PARA ESTACIONAR, CANDANGOLANDIA.;-;['59'];[2];[0];[1];[1];229000;170;25;-
Apartamento para venda com 42 metros quadrados com 1 quarto;-;['42'];[1];[0];[1];[0];115000;-;-;-
Apartamento com ótimos preços em Samambaia;-;[];[2];[0];[1];[0];177000;0;0;-
Apartamento 2qrts com ótimos preços;-;[];[2];[0];[1];[0];177000;0;0;-
APARTAMENTO LINDO I 1 QTS SUÍTE I 34M² I AREAL-ÁGUAS CLARAS I;-;['34'];[1];[1];[1];[1];195000;300;900;-
Apartamento 2 Quartos + Cozinha Planejada + Garagem subsolo | Edifício Brito- Grande Colorado;-;['85'];[2];[];[1];[1];260000;380;-;-
Apartamento para venda com 46 metros quadrados com 2 quartos em Jardins Mangueiral - Brasília - DF;-;['69'];[2];[];[1];[1];285000;350;1217;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;-;[];[1];[];[1];[1];589892;0;0;-
Apartamento Vicente Pires rua 4;-;['96'];[2];[0];[2];[1];290000;-;-;-
Apartamento 2qrts com melhores condições no DF;-;[];[2];[0];[1];[0];178000;0;0;-
BRASÍLIA - Apartamento Padrão - ASA SUL;-;['48'];[2];[];[1];[];510000;512;-;-
Apartamento para venda possui 59 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[1];[2];[1];359011;0;0;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;-;[];[1];[];[1];[1];589734;0;0;-
Guará - Apartamento Padrão - Guará II;-;['60'];[3];[0];[2];[1];545000;560;-;-
Apartamento para venda possui 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[1];[2];[1];265000;0;0;-
Apartamento 2qrts pelo programa casa verde e amarela;-;[];[2];[0];[1];[1];180000;0;0;-
Apartamento para venda possui 54 metros quadrados com 1 quarto em Samambaia Sul - Brasília - DF;-;[];[1];[1];[2];[1];280002;0;0;-
Prestação média 600, subsídio até 47mil, ganhe itbi e registro;-;['55'];[1];[0];[1];[1];167000;-;-;-
BRASÍLIA - Apartamento Padrão - SUL (ÁGUAS CLARAS);-;['88'];[3];[1];[2];[1];655000;550;-;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;-;[];[1];[];[1];[1];589900;0;0;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;-;[];[1];[];[1];[1];589704;0;0;-
Apartamento para venda com 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;-;[];[1];[];[1];[1];589792;0;0;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;-;[];[1];[];[1];[1];589422;0;0;-
Apartamento para venda tem 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;-;[];[1];[];[1];[1];589966;552;0;-
Até 100% financiado com 47 mil de subsídio...;-;['33'];[1];[0];[1];[1];168000;-;-;-
Vendo Apto Residencial Fun 2 Qts Samambaia Norte;-;['68'];[2];[];[2];[1];265000;390;-;-
BRASÍLIA - Apartamento Padrão - SETOR SUDOESTE;-;['53'];[2];[0];[1];[0];285000;-;-;-
BRASÍLIA - Apartamento Padrão - SETOR SUDOESTE;-;['31'];[1];[];[1];[1];320000;555;2300;-
Apartamento à venda - Guará II - Guará/DF;-;['50'];[1];[0];[1];[0];170000;0;0;-
BRASÍLIA - Apartamento Padrão - TAGUATINGA NORTE (TAGUATINGA);-;['94'];[3];[0];[1];[1];270000;390;890;-
Apartamento para venda com 50 metros quadrados com 2 quartos;-;['50'];[2];[0];[1];[0];210000;0;0;-
Apartamento com ótima localização;-;[];[2];[0];[1];[0];177000;0;0;-
Apartamento para venda com 39 metros quadrados com 2 quartos em Cruzeiro Novo - Brasília - DF;-;['59'];[2];[0];[1];[];313000;0;0;-
Apartamento 2qrts com prestações que cabem no seu bolso;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento 2qrts pelo programa casa verde e amarela;-;[];[2];[0];[1];[0];178000;0;0;-
Bernardo Sayao Lindo Apt 03Qtos Reformado Sala Ampla Porcel/Luz Indiv!Otima Localizaçao!;-;[];[3];[0];[1];[0];215000;200;0;-
Apartamento a venda Valparaíso.;-;['47'];[2];[];[1];[1];136000;0;0;-
Apartamento 2qrts com melhores condições;-;[];[2];[0];[1];[0];177000;0;0;-
Apartamento para venda tem 83 metros quadrados com 2 quartos em Norte - Brasília - DF;-;['83'];[2];[];[2];[1];585000;0;0;-
Apartamento de 44 m² com 2 quartos Sucupira - Riacho Fundo I - Brasília - DF;-;[];[2];[0];[1];[0];120000;0;0;-
Apartamento Com 2 quartos à venda, 49 m²;-;['85'];[2];[];[1];[1];265000;453;-;-
Apartamento para venda tem 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento 2qrts conjugado até zero de entrada;-;[];[2];[0];[1];[0];178000;0;0;-
Vendo apt 34 com 1 quarto - Rua 04 Vicente Pires-DF;-;['34'];[2];[0];[1];[];98000;150;0;-
Apartamento 2qrts com até 100% financiado;-;[];[2];[2];[1];[0];178000;0;0;-
Infinity Residence Águas Claras - Espetacular lançamento, já na fase de acabamento na Rua 36 sul, pr;-;['123'];[3];[1];[3];[2];1070498;880;-;-
APARTAMENTO - VIA AZALEAS - NASCENTE - 02 QUARTOS - 01 SUÍTE - ÁGUAS CLARAS;-;['90'];[2];[1];[3];[1];740000;600;963;-
BRASíLIA - Padrão - Setor Sudoeste;-;['134'];[2];[1];[3];[1];1089000;1354;2069;-
QE 01 - APARTAMENTO - 01 QUARTO - NASCENTE - GUARÁ I;-;['39'];[1];[];[1];[2];250000;260;453;-
Apartamento 2 qrts com lazer completo;-;[];[2];[0];[1];[1];184000;0;0;-
Apartamento-À VENDA-Setor Leste (Vila Estrutural - Guará)-Brasília-DF;-;['480'];[6];[0];[8];[];860000;-;-;-
APARTAMENTO AO LADO DO ULTRABOX!!!!!;-;['60'];[2];[0];[1];[1];59999;0;0;-
Apartamento com 3 quartos em Taguatinga Norte - Brasília - DF;-;[];[3];[1];[2];[1];340000;0;0;-
Ap 1 ou 2 quartos, lazer completo, até 100% financiado, renda a partir de 1500;-;['53'];[1];[0];[1];[1];180000;220;150;-
Apartamento 2qrts com melhores condições no DF;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento 2qrts com ótimos preços;-;[];[2];[0];[1];[0];177000;0;0;-
Apartamento de 34m² com 1 quarto, vaga de garagem, lazer completo - Águas Claras;-;['34'];[1];[0];[1];[1];340000;400;410;-
Apartamento para venda com 30 metros quadrados com 1 quarto em Samambaia Sul - Brasília - DF;-;[];[1];[];[1];[];267025;0;0;-
More 300 metros do parque de Samambaia;-;[];[2];[0];[1];[0];177000;0;0;-
APARTAMENTO - REFORMADO - 02 QUARTOS - 01 SUÍTE - CANTO DO SABIÁ - ÁGUAS CLARAS;-;['74'];[2];[1];[2];[1];649000;620;946;-
Ap 2 quartos pronto c entrada facilitada;-;['78'];[2];[0];[1];[1];220000;-;-;-
SQS 208 - OPORTUNIDADE ÚNICA!!;-;['192'];[4];[1];[3];[2];2190000;1700;0;-
Edvaldo Moreira Vende Apartamento 2 Quartos Sem Suite Reformado e Mobiliado Residencial Bela Alvorad;-;['62'];[2];[0];[1];[1];280000;492;290;-
Apartamento com oportunidade única no DF;-;[];[2];[0];[1];[0];178000;0;0;-
Ótimo Apartamento (Térreo), na QC 02 do Jardins Mangueiral por R$280.000,00;-;['48'];[2];[];[1];[1];280000;-;-;-
Apartamento 75m2 na Rua 4!;-;['75'];[3];[1];[2];[0];280000;0;0;-
Apartamento com lazer completo;-;[];[2];[0];[1];[1];180000;0;0;-
Edvaldo Moreira Vende Apartamento 2 Quartos Sem Suite Paranóar Parque Paranóar Brasilia DF;-;['50'];[2];[0];[1];[1];105000;50;398;-
APARTAMENTO NA SAMAMBAIA SUL- CONFERIR VALOR E DISPONIBILIDADE;-;[];[1];[];[1];[];250000;0;0;-
Vd Apt 2 qts - Edifício Enjoy Rua 4A - Vicente Pires DF;-;['46'];[2];[];[1];[1];230000;270;-;-
Vicente pires ótima oportunidade 630.000;-;['200'];[3];[2];[3];[3];650000;-;-;-
LE QUARTIER- EXCELENTE APARTAMENTO MODERNO ( CONFERIR VALOR);-;[];[2];[1];[2];[1];350000;0;0;-
APARTAMENTO 3 QUARTOS NO RESIDENCIAL RIVIERA - Águas Claras;-;['69'];[3];[1];[2];[1];550000;600;500;-
Apartamento com até 100% financiado;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento com 2 dormitórios à venda, 50 m² por R$ 200.000,00 - Vicente Pires - Vicente Pires/DF;-;['50'];[2];[0];[1];[0];200000;0;0;-
Excelente apartamento no residencial Patrícia 3Qrts, 2 Vg QI 19 Taguatinga norte;-;['70'];[3];[1];[2];[2];320000;-;-;-
Apartamento 2qrts com melhores condições;-;[];[2];[0];[1];[0];177000;0;0;-
Excelente oportunidade!! Vendo ótimo apartamento no arapoanga;-;[];[2];[0];[1];[0];100000;0;0;-
Apt 2qts (1 suíte), 56m², varanda, 1 vaga, exc localização, Ac. financiamento! A. claras.;-;['56'];[2];[1];[2];[1];530000;587;874;-
lindo apartamento em Reserva Taguatinga Residencial Esplanada;-;[];[2];[0];[1];[1];250000;0;0;-
Apa até 100% financiado;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento de 42 m² com 1 quarto, 3º andar, sem garagem - Vicente Pires;-;['42'];[1];[0];[1];[0];125000;100;0;-
Apartamento para venda possui 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;-;['55'];[2];[1];[1];[0];168000;-;-;-
Apartamento até 100% financiado;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento com ótimos preços;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento com melhores condições em samambaia;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento para venda tem 153 metros quadrados com 3 quartos em Samambaia Norte - Brasília - DF;-;[];[3];[1];[2];[2];674358;0;0;-
Apartamento para venda possui 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[1];[2];[1];319555;0;0;-
Apartamento para venda possui 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[1];[2];[1];319503;0;0;-
Apartamento - QE 40 Guará;-;['52'];[2];[0];[1];[0];125000;80;-;-
Residencial Guará Master - 3 quartos - Suíte - Lazer;-;['81'];[3];[1];[2];[1];590000;690;1000;-
Apartamento pelo programa casa verde e amarela;-;[];[2];[0];[1];[0];178000;0;0;-
Apartamento 1e2 quartos com melhores preços da região;-;[];[2];[0];[1];[0];177000;0;0;-
ÓTIMO APARTAMENTO SEMI MOBILIADO NO GUARÁ!!!;-;['60'];[2];[0];[1];[1];165000;0;0;-
Apartamento 77m², nascente, 2 Qtos, reformado, Ac. Financiamento, SQSW 304, SUDOESTE.;-;['124'];[2];[];[2];[1];1050000;500;2026;-
Apartamento para venda possui 153 metros quadrados com 3 quartos em Samambaia Norte - Brasília - DF;-;[];[3];[1];[2];[2];674559;0;0;-
Apartamento para venda com 64 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;-;[];[2];[1];[2];[1];318655;0;0;-
Lazer completo, 1 ou 2 quartos, preço mais bararo de 167 mil;-;['56'];[1];[0];[1];[1];168000;-;-;-
Excelente Apartamento em Sobradinho Quadra 2 - Aceita Financiamento;-;[];[2];[];[1];[];265000;0;0;-
Apartamento 2 quartos com garagem vinculada;-;[];[2];[0];[1];[1];212000;0;0;-
Apartamento 2 quartos pronto e com facilidades na compra, veja como;-;['78'];[2];[0];[1];[1];212100;-;-;-
Apartamento 1e2 quartos com subsídio de até 47mil;-;[];[2];[0];[1];[0];179000;0;0;-
Apartamento para venda tem 49 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[];[1];[1];244641;0;0;-
BRASÍLIA - Apartamento Padrão - GUARÁ II;-;['66'];[2];[1];[2];[1];560000;500;-;-
DUPLEX RESIDENCIAL MAISON EXCLUISIVE - Qd 102 Águas Claras;-;['147'];[2];[2];[3];[2];1050000;1000;600;-
Apartamento 2 qrts pelo programa casa verde e amarela;-;[];[2];[0];[1];[0];177000;0;0;-
ÓTIMO APARTAMENTO DE 3 QUARTOS NO CONDOMÍNIO BEM VIVER;-;['80'];[3];[1];[2];[1];320000;300;500;-
Vicente Pires 3 quartos elevador garagem coberta;-;['101'];[3];[1];[2];[1];270000;0;0;-
Aguas claras- 104 metros- 3 quartos - lazer completo;-;['104'];[3];[2];[2];[1];520000;1246;1400;-
Apartamento 2qrts com melhores condições;-;[];[2];[0];[1];[0];177000;0;0;-
APARTAMENTO 3 QUARTOS NO RESIDENCIAL RIVIERA - Águas Claras;-;['69'];[3];[1];[2];[1];550000;600;500;-
Apartamento para venda tem 250 metros quadrados com 3 quartos;-;[];[3];[1];[1];[4];1400000;0;0;-
Apartamento Na CNB 12 com banheira.;-;[];[3];[1];[2];[];300000;560;0;-
Apartamento 3 Quartos (Suíte) Reformado + Armários Planejados | Quadra 5/7 Sobradinho-DF;-;['127'];[3];[1];[2];[2];580000;-;-;-
Apartamento para venda de 70m² com 3 quartos e garagem - Taguatinga Sul;-;['70'];[3];[0];[1];[1];322000;530;120;-
Apartamento para venda possui 83 metros quadrados com 2 quartos em Norte - Brasília - DF;-;['83'];[2];[1];[1];[1];585000;0;0;-
Apartamento/ Cobertura de 3 quartos - Cobertura 3 quartos, - suíte - Área gourmet;-;['129'];[3];[1];[3];[2];850000;939;1146;-
MILENA BAQUI MUNIZ - APARTAMENTO - 02 QUARTOS - ÁGUAS CLARAS;-;['56'];[2];[];[1];[1];430000;500;-;-
Apartamento pelo programa casa verde e amarela;-;['56'];[2];[0];[1];[1];165000;-;-;-
Apartamento com ótima localização;-;[];[2];[0];[1];[0];179000;0;0;-
Apartamento para venda possui 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;-;['55'];[2];[0];[1];[1];170000;-;-;-
Apartamento para venda com 44 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;['75'];[2];[0];[1];[1];204550;-;-;-
Ap podendo ser 1 ou 2 quartos, até 100% financiado veja como;-;['55'];[2];[0];[1];[1];173000;-;-;-
BRASÍLIA - Apartamento Padrão - CEILÂNDIA SUL (CEILÂNDIA);-;['57'];[2];[];[1];[1];253240;300;530;-
Apartamento para venda possui 153 metros quadrados com 3 quartos em Samambaia Norte - Brasília - DF;-;[];[3];[1];[2];[2];673477;0;0;-
Apartamento de 85 m² com 2 quartos - Vicente Pires;-;['85'];[2];[0];[1];[1];220000;50;110;-
SQNW 310, Apartamento 3Qts 100M2 de canto;-;['100'];[3];[1];[3];[2];1490000;1100;0;-
Apartamento com lazer completo;-;[];[2];[0];[1];[1];180000;0;0;-
Real Splendor, 1 dormitório à venda, 44 m² por R$ 430.000 - Águas Claras Norte - Águas Claras/DF;-;['44'];[1];[0];[1];[1];430000;430;0;-
Apartamento com facilidades diferenciadas;-;[];[2];[0];[1];[0];183000;0;0;-
Brasília - Apartamento Padrão - Taguatinga Norte (Taguatinga);-;['53'];[2];[0];[1];[1];290000;500;-;-
Resid. Araucárias Águas Claras - Reformado, varanda, próximo ao metrô;-;['148'];[3];[1];[4];[1];850000;840;0;-
Apartamento 1e2 quartos com subsídio de até 47mil mil com lazer completo;-;[];[2];[0];[1];[1];180089;0;0;-
Apartamento 2 qrts conjugado com até zero de entrada;-;[];[2];[0];[1];[0];178000;0;0;-
APARTAMENTO RESIDENCIAL em BRASÍLIA - DF, SAMAMBAIA NORTE (SAMAMBAIA);-;['44'];[2];[];[1];[1];190000;364;-;-
RUA 20, Polo de Modas, 1 quarto, elevador, novo!fino acab! AC.Carro/Caminhonete;-;['70'];[1];[0];[1];[0];165000;0;0;-
Ap pode ser de 1 ou 2 quartos, pelo programa casa verde e amarela, veja facilidades;-;['56'];[1];[0];[1];[1];180000;-;-;-
Apartamento 2qrts com até 100% financiado;-;[];[2];[0];[1];[0];178000;0;0;-
Maestri 3 Quartos Guará II - Reformado | Nascente;-;['100'];[3];[1];[3];[1];830000;700;900;-
Apartamento 1e2 quartos com subsídio de 47mil;-;[];[2];[0];[1];[0];180000;0;0;-
Riacho Fundo 1 Qn 09 Apartamento para venda tem 50 metros armários com 2 quartos 160mil;-;['50'];[2];[0];[1];[0];160000;100;-;-
2qrts pelo minha casa minha vida!;-;['33'];[2];[0];[1];[0];177000;0;0;-
Apartamento para venda possui 53 metros quadrados com 2 quartos em Setor Industrial - Brasília - DF;-;[];[2];[1];[2];[1];299094;0;0;-
BRASÍLIA - Apartamento Padrão - NORTE (ÁGUAS CLARAS);-;['46'];[1];[0];[1];[1];375000;399;-;-
Apartamento para venda com 2 quartos;-;['33'];[2];[0];[1];[1];178000;-;-;-
QE 40 P. Modas 02 Qtos Frente Exc. Localização prox.a Pista Principal;-;[];[2];[0];[1];[0];127000;0;0;-
Apartamento para venda com 2 quartos até 100% financiado;-;['33'];[2];[0];[1];[1];178000;-;-;-
Vendo Apto de 2 quartos no Total Ville - Santa Maria DF;-;[];[2];[0];[1];[1];140000;0;0;-
Apartamento para Venda em Brasília, Setor Central (Gama), 1 dormitório, 1 banheiro, 1 vaga;-;['85'];[1];[0];[1];[1];422000;-;0;-
Apartamento para venda possui 97 metros quadrados com 3 quartos em Sul - Brasília - DF;-;[];[3];[3];[4];[1];889577;0;0;-
Apartamento para venda com 50 metros quadrados com 2 quartos em Riacho Fundo I - Brasília - DF;-;[];[2];[0];[1];[0];160000;-;-;-
BRASÍLIA - Apartamento Padrão - ZONA INDUSTRIAL (GUARÁ);-;['86'];[3];[1];[2];[2];1400000;910;-;-
Apartamento com excelente localização;-;[];[2];[0];[1];[1];183000;0;0;-
Ágio Samambaia Norte QD 425 Parcelas 615;-;[];[2];[];[1];[1];33999;1;2;-
Residencial Terra Nova;-;['60'];[2];[1];[2];[1];330000;396;0;-
Apartamento 1e2 quartos com lazer completo;-;[];[2];[0];[1];[0];178000;0;0;-
Lazer completo, 1 ou 2 quartos, programa casa verde e amarela;-;['57'];[2];[0];[1];[0];168000;-;-;-
BRASÍLIA - Apartamento Padrão - SUL (ÁGUAS CLARAS);-;['153'];[4];[2];[4];[2];1130000;935;-;-
Apartamento com muitas facilidades, ideal para renda abaixo de 3 mil;-;['57'];[2];[0];[1];[1];183000;-;-;-
Muitas vantagens pelo programa casa verde e amarela e construtora;-;['56'];[2];[0];[1];[1];173000;-;-;-
Apartamento para venda tem 49 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;-;[];[2];[];[1];[1];265003;0;0;-
VIA BOULEVARD - APARTAMENTO - 02 QUARTOS - 01 SUÍTE - NASCENTE - GUARÁ II;-;['56'];[2];[1];[2];[1];480000;650;-;-
Apartamento para venda com 49 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[];[1];[1];249083;0;0;-
Apartamento para venda com 49 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;-;[];[2];[];[1];[1];238966;0;0;-
Residencial Wave 2 quartos 74m - Frenta p/ Parque;-;['74'];[2];[1];[2];[1];640000;650;948;-
Apartamento para Venda em RA V Sobradinho, Setor de Mansões de Sobradinho, 3 dormitórios,;-;['150'];[3];[1];[1];[];310000;-;-;-
Apartamento podendo ser 1 ou 2 quartos, pelo programa casa verde e amarela;-;['57'];[1];[0];[1];[1];175000;-;-;-
Apartamento com 2 dormitórios à venda, 48 m² por R$ 420.000,00 - Lago Norte - Brasília/DF;-;['48'];[2];[1];[2];[0];420000;0;0;-
Apartamento para venda com 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;-;['56'];[2];[0];[1];[0];174600;0;0;-
Apartamento pelo programa casa verde e amarela;-;['56'];[2];[0];[1];[1];171000;-;-;-
Apartamento para venda possui 120 metros quadrados com 3 quartos em Asa Sul - Brasília - DF;-;[];[3];[1];[3];[1];1300000;0;0;-
Edifício Rivoli - 2 quartos - Andar alto - Vista Livre;-;['54'];[2];[1];[2];[1];530000;500;600;-
Apartamento para venda com 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;-;['53'];[2];[0];[1];[1];175000;-;-;-
Prestação baixa, média 560, até 47 mil de subsídio;-;['53'];[1];[0];[1];[1];180000;-;-;-
Apartamento em Samambaia Sul;-;[];[2];[0];[1];[1];183000;0;0;-
Residencial Max Home - Águas Claras - De 1 Quarto - De Alto Padrão - Varanda;-;['42'];[1];[0];[1];[1];390000;335;550;-
Apartamento para venda com 33 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;-;['55'];[2];[0];[1];[1];172000;-;-;-
BRASÍLIA - Apartamento Padrão - NORTE (ÁGUAS CLARAS);-;['47'];[1];[];[1];[1];329999;410;-;-
Edvaldo Moreira Vende Apartamento 2 Quartos Residencial Vintage Qs 303 Samambaia Sul Brasilia DF;-;['50'];[2];[0];[1];[1];190000;429;0;-
VENDA de Apartamento com +ou- 38 metros quadrados com 1 quarto em Taguatinga Norte - Brasília - DF;-;[];[1];[];[1];[0];150000;350;0;-
Apartamento para venda com 53 metros quadrados com 2 quartos em Setor Industrial - Brasília - DF;-;[];[2];[1];[2];[1];299004;0;0;-
Apartamento para venda possui 53 metros quadrados com 2 quartos em Setor Industrial - Brasília - DF;-;[];[2];[1];[2];[1];299909;0;0;-
Asa Norte | Duplex 4 quartos, sendo 4 suites;-;['500'];[4];[4];[7];[4];6500000;-;-;-
Eliane Fleury: 2 quartos nascente c/ lazer completo em Águas Claras;-;['74'];[2];[1];[2];[1];460000;480;0;-
Apartamento para venda com 91 metros quadrados com 3 quartos em Sul - Brasília - DF;-;[];[3];[3];[4];[1];889019;0;0;-
Apartamento para venda tem 53 metros quadrados com 2 quartos em Setor Industrial - Brasília - DF;-;[];[2];[1];[2];[1];299896;0;0;-
Apartamento 2 quartos samambaia norte até 100%financiado;-;['33'];[2];[0];[1];[1];177000;-;-;-
Pelo programa casa verde e amarela, renda média de 1900 consegue comprar;-;['55'];[2];[1];[1];[1];175800;200;100;-
Asa Sul | Apartamento 3 quartos;-;['112'];[3];[];[2];[1];1050000;1009;-;-
Apartamento 2quartos conjugado até 100% financiado;-;['33'];[2];[0];[1];[0];178000;0;0;-
Apartamento 2 qrts com até 100% financiado;-;[];[2];[0];[1];[1];184000;0;0;-
Apartamento 93m², 3 Qtos(1 suíte) Ac. Financ e Permuta! RUA 13 NORTE,A. CLARAS.;-;['90'];[3];[1];[2];[1];680000;653;1170;-
